name,artist,album,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"Ekko, the Boy Who Shattered Time (From League of Legends: Season 5)",League of Legends,The Music of League of Legends: Season 5 (Original Game Soundtrack),2019-10-11,41,0.453,0.895,1,-5.969,1,0.0535,0.000223,0.865,0.0773,0.14,160.052,185250,3
Captain Gangplank (From League of Legends: Season 5),League of Legends,The Music of League of Legends: Season 5 (Original Game Soundtrack),2019-10-11,38,0.608,0.512,10,-11.156,1,0.0277,0.337,0.946,0.242,0.57,62.008,154992,4
"Braum, the Heart of the Freljord (From League of Legends: Season 4)",League of Legends,The Music of League of Legends: Season 4 (Original Game Soundtrack),2019-10-10,33,0.589,0.501,0,-10.068,1,0.0282,0.117,0.841,0.0907,0.151,109.976,213103,4
"Lucian, the Purifiers Resolve (From League of Legends: Season 3)",League of Legends,The Music of League of Legends: Season 3 (Original Game Soundtrack),2019-10-09,28,0.548,0.829,7,-8.483,1,0.0634,0.000156,0.426,0.609,0.356,101.303,222067,4
The Curse of the Sad Mummy,League of Legends,The Music of League of Legends Vol. 1,2015-01-28,50,0.489,0.142,2,-13.277,0,0.0378,0.925,0.000476,0.288,0.138,112.191,239539,3
ADMIT IT,Ski Mask The Slump God,Sin City The Mixtape,2021-06-25,53,0.832,0.638,9,-7.307,1,0.19,0.000245,0.0,0.0925,0.574,173.873,93920,4
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,80,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4
Demeanor (feat. Dua Lipa),Pop Smoke,Faith,2021-07-16,61,0.675,0.608,3,-6.934,0,0.103,0.336,0.0,0.11,0.728,99.865,184800,4
Broke In A Minute,Tory Lanez,The New Toronto 3,2020-04-10,80,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,132024,4
Ni**as In Paris,JAY-Z,Watch The Throne,2011-08-08,87,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333,4
Yikes,Kanye West,ye,2018-06-01,69,0.683,0.776,1,-3.251,0,0.341,0.15,0.0,0.227,0.223,173.996,188773,4
Heartless,The Weeknd,After Hours,2020-03-20,85,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267,4
Spiral,21 Savage,Spiral,2021-04-30,61,0.814,0.659,2,-4.475,1,0.0811,0.00161,0.0254,0.499,0.13,88.521,173400,4
Ballin,Various Artists,Uncle Drew (Original Motion Picture Soundtrack),2018-06-15,70,0.737,0.854,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,166080,4
Glock In My Lap,21 Savage,SAVAGE MODE II,2020-10-02,87,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591,4
Immortal,21 Savage,Immortal,2019-10-31,75,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194,254723,4
What You See (feat. Justin Bieber),Migos,Culture III,2021-06-11,52,0.701,0.798,7,-5.123,0,0.0584,0.0841,0.0,0.13,0.672,77.516,179652,4
Malibu (feat. Polo G),Migos,Culture III,2021-06-11,57,0.831,0.719,10,-6.836,1,0.235,0.514,0.0,0.0675,0.859,155.038,248652,4
Bandit (with YoungBoy Never Broke Again),Juice WRLD,Bandit (with YoungBoy Never Broke Again),2019-10-04,72,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,4
Love Again,Dua Lipa,Love Again,2021-06-04,53,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4
Wants and Needs (feat. Lil Baby),Drake,Scary Hours 2,2021-03-05,82,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956,4
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,The Off-Season,2021-05-14,76,0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967,218210,4
Starts Right Here,League of Legends,Starts Right Here,2021-04-27,54,0.507,0.69,4,-5.076,0,0.0534,0.00276,0.0,0.223,0.389,159.984,185088,4
RAPSTAR,Polo G,RAPSTAR,2021-04-09,5,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926,4
Wet Dreamz,J. Cole,2014 Forest Hills Drive,2014-12-09,2,0.517,0.705,6,-8.205,0,0.364,0.0751,0.0,0.128,0.584,175.906,239320,4
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,B4 The Storm,2020-08-28,42,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
Mystery Lady (feat. Don Toliver),Masego,Mystery Lady (feat. Don Toliver),2020-11-10,62,0.747,0.494,3,-7.957,0,0.141,0.393,0.0,0.0982,0.624,76.006,228453,4
We're Good,Dua Lipa,Future Nostalgia (The Moonlight Edition),2021-02-11,74,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,165507,4
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016-06-24,78,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,243491,4
Radioactive,Imagine Dragons,Night Visions,2012-09-04,76,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4
Demons,Imagine Dragons,Night Visions,2012-09-04,78,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
Natural,Imagine Dragons,Origins (Deluxe),2018-11-09,84,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
my ex's best friend (with blackbear),mgk,Tickets To My Downfall,2020-09-25,77,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4
Enjoy Yourself (feat. Karol G),Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,66,0.764,0.676,11,-6.761,0,0.0927,0.389,0.0,0.215,0.461,97.02,197938,4
Invincible,Pop Smoke,Meet The Woo 2,2020-02-07,80,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
Element,Pop Smoke,Meet The Woo 2,2020-02-07,79,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,5
Gangstas,Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,72,0.548,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.987,160000,5
CAPO,NLE Choppa,CAPO,2019-03-22,1,0.617,0.953,2,-4.162,1,0.0693,0.119,0.0,0.331,0.594,154.964,192200,4
Money In The Grave (Drake ft. Rick Ross),Drake,The Best In The World Pack,2019-06-15,80,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),2013-01-11,0,0.869,0.687,1,-6.816,1,0.263,0.0208,1e-06,0.114,0.668,96.006,233787,4
Play with Fire (feat. Yacht Money),Sam Tinnesz,Play with Fire (feat. Yacht Money),2017-07-07,78,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,180691,4
"Sitting, Waiting, Wishing",Jack Johnson,In Between Dreams,2005-01-01,70,0.765,0.535,0,-7.229,1,0.0265,0.22,2.55e-05,0.104,0.548,105.019,183720,4
Walker Texas Ranger,DaBaby,Blank Blank,2018-11-02,51,0.873,0.682,11,-5.869,0,0.377,0.025,0.0,0.0685,0.799,157.943,151600,4
Neighbors,J. Cole,4 Your Eyez Only,2016-12-09,75,0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,216520,4
MIDDLE CHILD,J. Cole,MIDDLE CHILD,2019-01-23,84,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4
4th Dimension,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-08,70,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,153351,4
Gold Digger,Kanye West,Late Registration,2005-08-30,85,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,4
Death,Trippie Redd,A Love Letter To You 4,2019-11-22,18,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,172196,4
Physical,Dua Lipa,Future Nostalgia,2020-03-27,78,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4
Break My Heart,Dua Lipa,Future Nostalgia,2020-03-27,79,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4
Don't Start Now,Dua Lipa,Future Nostalgia,2020-03-27,85,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
BLIND (feat. Young Thug),DaBaby,BLAME IT ON BABY (DELUXE),2020-08-04,58,0.709,0.679,11,-6.503,0,0.346,0.0115,0.0,0.0971,0.754,162.973,153467,4
By Design,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,61,0.756,0.85,9,-5.885,0,0.0538,0.0559,0.000809,0.111,0.415,100.005,257053,4
What You Know Bout Love,Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,82,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4
Holding On,iann dior,Holding On,2020-11-20,18,0.706,0.76,8,-4.702,1,0.0369,0.0599,1.46e-06,0.202,0.564,95.499,126444,4
ZTFO,Big Sean,Detroit 2,2020-09-04,53,0.72,0.542,1,-7.583,1,0.0482,0.0514,3.5e-06,0.136,0.374,74.977,136462,4
Wolves (feat. Post Malone),Big Sean,Detroit 2,2020-09-04,73,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758,4
Headlines,Drake,Take Care (Deluxe),2011-11-15,82,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4
Working For The Weekend (feat. bbno$),MAX,Working For The Weekend (feat. bbno$),2020-09-04,43,0.858,0.568,11,-5.623,0,0.217,0.223,0.0,0.122,0.757,101.02,165987,4
man in the mirror,bbno$,good luck have fun,2020-10-09,48,0.853,0.386,9,-13.15,1,0.175,0.634,0.0,0.337,0.763,136.888,140146,4
Pretty Savage,BLACKPINK,THE ALBUM,2020-10-02,74,0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045,201122,4
Mood (feat. iann dior),24kGoldn,Mood (feat. iann dior),2020-07-24,13,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,140526,4
Cheap Thrills (feat. Sean Paul),Sia,Cheap Thrills (feat. Sean Paul),2016-02-11,69,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,224813,4
Black Rover,Vicke Blanka,ウララ,2018-04-18,60,0.599,0.932,11,-5.622,1,0.0407,0.00215,0.0,0.146,0.539,102.065,208300,4
Guess Who Is Back,Kumi Koda,DNA,2018-08-22,57,0.403,0.94,7,-2.791,1,0.16,0.00245,0.00605,0.213,0.417,183.266,206067,4
One More Night,Maroon 5,Overexposed (Deluxe),2012-01-01,75,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467,4
Chandelier,Sia,1000 Forms Of Fear (Deluxe Version),2015-05-04,73,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
Levitating (feat. DaBaby),Dua Lipa,Levitating (feat. DaBaby),2020-10-01,73,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
Get Jinxed,League of Legends,The Music of League of Legends Vol. 1,2015-01-28,66,0.434,0.884,7,-7.128,0,0.093,0.000728,0.00458,0.105,0.191,180.029,154960,4
Legends Never Die,League of Legends,Legends Never Die,2017-09-15,80,0.498,0.598,4,-6.638,0,0.0377,0.00786,0.0,0.111,0.0573,140.078,235000,4
Warriors,League of Legends,Warriors,2020-01-10,72,0.14,0.478,1,-10.145,0,0.0484,0.1,0.000112,0.105,0.0412,185.121,204587,3
Phoenix,League of Legends,Phoenix,2019-10-08,72,0.42,0.723,10,-6.86,0,0.175,0.0638,1.17e-05,0.123,0.288,167.806,197634,4
Take Over,League of Legends,Take Over,2020-09-17,65,0.446,0.73,6,-3.916,0,0.17,0.18,0.0,0.118,0.39,107.918,213853,3
RISE,League of Legends,RISE,2018-09-28,76,0.459,0.663,8,-5.939,0,0.1,0.0169,0.0,0.0621,0.412,176.791,192881,4
GIANTS,True Damage,GIANTS,2019-11-10,67,0.642,0.683,1,-5.386,1,0.262,0.0834,0.0,0.155,0.584,154.881,191720,4
DDU-DU DDU-DU,BLACKPINK,SQUARE UP,2018-06-15,0,0.671,0.859,4,-3.922,0,0.0833,0.0313,0.0,0.267,0.39,139.931,209355,4
Love To Hate Me,BLACKPINK,THE ALBUM,2020-10-02,67,0.686,0.64,8,-5.491,1,0.159,0.0334,0.0,0.0801,0.597,162.225,171798,4
Kill This Love,BLACKPINK,KILL THIS LOVE,2019-04-05,1,0.738,0.861,2,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,189052,4
How You Like That,BLACKPINK,THE ALBUM,2020-10-02,88,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
VILLAIN,K/DA,ALL OUT,2020-11-06,75,0.653,0.634,5,-5.875,0,0.0391,0.0232,0.0,0.0908,0.306,160.013,199125,4
MORE,K/DA,MORE,2020-10-28,72,0.66,0.787,1,-4.592,0,0.032,0.00257,0.0,0.323,0.199,142.018,217088,4
THE BADDEST,K/DA,THE BADDEST,2020-08-27,69,0.676,0.857,10,-4.368,0,0.0438,0.0215,0.0,0.254,0.717,149.981,162600,4
DRUM GO DUM,K/DA,ALL OUT,2020-11-06,66,0.608,0.939,11,-4.723,0,0.0579,0.0116,0.0398,0.0656,0.403,175.028,200914,4
I'LL SHOW YOU,K/DA,ALL OUT,2020-11-06,62,0.704,0.872,0,-4.03,1,0.0377,0.0136,8.28e-06,0.0866,0.559,108.03,198611,4
Welcome to Chilis,BABY GRAVY,Welcome to Chilis,2020-01-17,50,0.839,0.454,10,-9.09,0,0.157,0.359,0.0,0.0755,0.804,159.987,157500,4
Wait a Minute!,WILLOW,ARDIPITHECUS,2015-01-11,82,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520,4
Got It On Me,Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,78,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4
West Coast Shit (feat. Tyga & Quavo),Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,57,0.831,0.762,11,-5.656,0,0.207,0.0885,0.0,0.107,0.495,99.999,192000,4
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,80,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4
Go Stupid,Polo G,THE GOAT,2020-05-15,79,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
Pop Out (feat. Lil Tjay),Polo G,Die A Legend,2019-06-07,80,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560,4
The London (feat. J. Cole & Travis Scott),Young Thug,The London (feat. J. Cole & Travis Scott),2019-05-23,69,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107,4
Roses - Imanbek Remix,SAINt JHN,Roses (Imanbek Remix),2019-09-13,5,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,176219,4
Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake),2020-01-10,77,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4
Godzilla (feat. Juice WRLD),Eminem,Music To Be Murdered By,2020-01-17,88,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4
Camelot,NLE Choppa,Camelot,2019-09-13,65,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,2019-10-04,85,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4
223's (feat. 9lokknine),YNW Melly,223's (feat. 9lokknine),2019-08-09,65,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,4
Ride with Me,Thutmose,Man On Fire,2018-10-24,43,0.773,0.656,5,-8.105,0,0.0543,0.19,0.0,0.113,0.802,133.911,182687,4
Plain Jane,A$AP Ferg,Still Striving,2017-08-18,75,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600,4
Bezerk (feat. A$AP Ferg),Big Sean,Bezerk,2019-08-26,55,0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.026,151067,4
Enemies (feat. DaBaby),Post Malone,Hollywood's Bleeding,2019-09-06,0,0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,196760,4
P.I.M.P.,50 Cent,Get Rich Or Die Tryin',2003-02-06,71,0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467,4
Owner of a Lonely Heart,Yes,90125 (Deluxe Version),1983-06-01,73,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,268507,4
Gangsta's Paradise,Coolio,Gangsta's Paradise,1995-11-07,4,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,240693,4
The Race,Tay-K,#SantanaWorld (+),2017-12-14,73,0.766,0.606,9,-6.064,1,0.456,0.00266,0.0,0.166,0.352,160.223,140000,4
Wow.,Post Malone,Wow.,2018-12-24,0,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,149520,4
Murder on My Mind,YNW Melly,I AM YOU,2018-08-03,81,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
Ric Flair Drip (with Metro Boomin),21 Savage,Without Warning,2017-10-30,87,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,4
Lost in the Fire,Gesaffelstein,Lost in the Fire,2019,0,0.663,0.675,2,-12.159,1,0.0359,0.0863,0.00133,0.117,0.176,101.004,202093,4
a lot,21 Savage,i am > i was,2018-12-21,83,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
Going Bad (feat. Drake),Meek Mill,Championships,2018-11-30,81,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
10 Freaky Girls (with 21 Savage),Metro Boomin,NOT ALL HEROES WEAR CAPES,2018-11-02,0,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4
Position To Win,Migos,Position To Win,2019-02-08,37,0.716,0.88,10,-4.632,0,0.265,0.193,0.0,0.432,0.66,166.126,185023,4
Hard (feat. Tay-K and BlocBoy JB),No Jumper,Hard (feat. Tay-K and BlocBoy JB),2018-03-22,60,0.886,0.542,1,-5.424,1,0.338,0.113,0.0,0.151,0.314,83.519,138997,4
SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,87,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
POP/STARS,K/DA,POP/STARS,2018-11-03,74,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,191100,4
Hurts Like Hell (feat. Offset),Madison Beer,Hurts Like Hell (feat. Offset),2018-11-09,0,0.704,0.56,1,-6.791,0,0.179,0.185,0.0,0.0948,0.609,75.003,207109,4
Wake Up in the Sky,Gucci Mane,Wake Up in the Sky,2018-09-14,79,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,2018-08-31,76,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4
Drug Addicts,Lil Pump,Drug Addicts,2018-07-06,49,0.933,0.488,1,-9.327,0,0.149,0.0106,0.00107,0.0958,0.21,142.064,175775,4
In My Feelings,Drake,Scorpion,2018-06-29,78,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4
Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special,2015-01-12,86,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
Lust,Lil Skies,Lust,2017-12-13,44,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084,156000,4
Stir Fry,Migos,Culture II,2018-01-26,78,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4
ATM,J. Cole,KOD,2018-04-20,63,0.772,0.498,8,-7.661,1,0.649,0.115,0.0,0.0898,0.351,81.817,216727,4
SAD!,XXXTENTACION,?,2018-03-16,83,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
Slippery (feat. Gucci Mane),Migos,Culture,2017-04-07,1,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967,304041,4
Walk It Talk It,Migos,Culture II,2018-01-26,77,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4
Look Alive (feat. Drake),BlocBoy JB,Look Alive (feat. Drake),2018-02-09,3,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4
Feel It Still,Portugal. The Man,Woodstock,2017-06-16,83,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4
Overnight,Logic,Bobby Tarantino II,2018-03-09,50,0.861,0.745,1,-6.77,1,0.0608,0.00138,1.87e-05,0.141,0.889,150.002,217560,4
Wassup,Logic,Bobby Tarantino II,2018-03-09,49,0.777,0.57,1,-6.833,1,0.0472,0.0869,0.0,0.121,0.321,139.993,219480,4
Ya No Sé Que Hacer Conmigo,El Cuarteto De Nos,Raro,2006-03-11,0,0.677,0.775,11,-5.467,0,0.0298,0.122,0.0,0.142,0.557,102.015,241000,4
Codeine Dreaming (feat. Lil Wayne),Kodak Black,Project Baby 2: All Grown Up (Deluxe Edition),2017-11-24,65,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,4
Legend Has It,Run The Jewels,Run the Jewels 3,2016-12-25,0,0.829,0.563,7,-7.082,1,0.254,0.0249,0.0,0.0967,0.469,120.965,205867,4
The Greatest (feat. Kendrick Lamar),Sia,This Is Acting (Deluxe Version),2016-10-21,71,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227,4
Thunder,Imagine Dragons,Thunder,2017-04-27,0,0.608,0.841,0,-3.798,1,0.0464,0.00593,0.0573,0.121,0.274,167.969,187761,4
Bank Account,21 Savage,Issa Album,2017-09-23,5,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016,220307,4
Look At Me!,XXXTENTACION,Look At Me!,2017-02-20,83,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4
rockstar,Post Malone,rockstar,2017-09-15,0,0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786,218320,4
Havana (feat. Young Thug),Camila Cabello,Havana (feat. Young Thug),2017-08-03,9,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,4
New Rules,Dua Lipa,Dua Lipa (Deluxe),2017-06-02,83,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,Funk Wav Bounces Vol.1,2017-06-30,78,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4
Blessings,Big Sean,Dark Sky Paradise,2015-02-24,64,0.79,0.621,1,-7.634,1,0.275,0.333,0.0,0.122,0.15,118.895,252040,4
Heathens,Twenty One Pilots,Heathens,2016-06-16,84,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4
Congratulations,Post Malone,Stoney (Deluxe),2016-12-09,85,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4
679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),2015-06-29,78,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,196693,4
m.A.A.d city,Kendrick Lamar,"good kid, m.A.A.d city",2012,70,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,4
Stressed Out,Twenty One Pilots,Blurryface,2015-05-15,88,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
Flexicution,Logic,Flexicution,2016-06-14,36,0.779,0.703,0,-6.572,0,0.0707,0.0631,0.00153,0.103,0.695,159.896,219067,4
Low Life (feat. The Weeknd),Future,EVOL,2016-04-13,84,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,313547,4
Six Feet Under,The Weeknd,Starboy,2016-11-25,70,0.772,0.504,6,-8.219,0,0.0761,0.129,0.0,0.125,0.244,140.035,237573,4
The Hills,The Weeknd,Beauty Behind The Madness,2015-08-28,90,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4
Starboy,The Weeknd,Starboy,2016-11-25,94,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4
XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3,2017-03-24,0,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
Mask Off,Future,FUTURE,2017-08-04,50,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
Black Beatles,Rae Sremmurd,SremmLife 2 (Deluxe),2016-08-12,78,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,291893,4
Bounce Back,Big Sean,I Decided.,2017-02-03,71,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,222360,4
Believer,Imagine Dragons,Believer,2017-01-31,0,0.772,0.775,10,-4.388,0,0.112,0.0417,0.0,0.226,0.748,124.978,203782,4
DNA.,Kendrick Lamar,DAMN.,2017-04-14,83,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,4
HUMBLE.,Kendrick Lamar,DAMN.,2017-04-14,87,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
Middle,DJ Snake,Encore,2016-08-05,78,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,220573,4
